id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
4005,2025-10-21,1622,3,9,8,1792.5,308.47,235914.45
4009,2025-12-02,582,70,13,4,333.04,,44630.44
4035,2025-05-16,504,43,4,6,643.09,98.94,34605.23
4036,2025-06-23,2253,22,1,10,52204.0,62.1,37862.14
4049,2025-10-01,2775,47,1,2,560.14,86.84,57233.59
4054,2025-03-20,2390,47,11,12,79436.0,,19441.91
4057,2026-01-07,2413,70,6,2,294.61,38.46,43710.54
4059,2025-09-14,1054,68,7,1,0.0,113.91,141636.37
4102,2025-03-25,1797,71,1,9,1765.19,91.92,213878.48
4109,2025-06-29,1435,32,3,12,1982.49,171.03,274626.86
4112,2025-10-19,339,66,11,3,1727.58,380.02,336182.44
4115,2025-11-02,1650,43,1,2,954.73,76.47,60175.69
4117,2025-07-02,930,61,7,7,263.43,18.89,45751.81
4122,2025-01-07,945,45,8,5,532.8,,77743.62
4123,2025-04-26,9,34,15,1,951.86,67.51,105297.07
4152,2026-02-15,1986,34,5,9,1.7388,293.4,206976.23
4177,2025-09-28,2872,53,11,12,750.97,171.46,28036.76
4178,2025-04-03,1413,39,9,11,1345.16,240.9,54.91353
4179,2025-02-17,2159,60,15,12,907.04,200.31,176845.7
4181,2026-02-15,607,33,2,6,1472.34,204.76,74159.91
4185,2025-09-17,2375,52,6,8,175.18,17.99,31775.18
4189,2026-02-03,2099,32,7,8,1229.34,2077.76,49317.28
4191,2026-01-13,3733,32,5,3,1345.26,91.86,222321.43
4197,2025-10-23,2557,57,4,7,1725.99,,280209.76
4214,2025-04-09,1022,73,13,10,1830.51,94.55,254883.11
4225,2025-07-25,1530,65,6,6,1486.25,301.26,266496.34
4226,2025-12-10,1793,12,8,3,1505.99,182.13,140.97484
4232,2025-05-05,306,10,15,6,818.27,193.15,31.24209
4233,2025-07-01,2663,50,8,12,598.5,83.96,47312.83
4238,2025-09-15,2341,33,1,7,307.86,50.76,8645.89
4253,2025-02-06,2143,9,5,10,785.47,12834.0,155308.55
4264,2026-01-12,2761,74,7,2,1370.84,1794.89,37333.58
4270,2025-01-09,619,1,1,6,410.77,48.51,67444.03
4295,2025-06-18,2462,7,5,7,1.11313,219.04,187.41848
4297,2025-12-18,2620,57,2,5,991.83,13694.0,195959.79
4306,2025-07-28,2473,80,4,8,1.90317,,189443.7
4330,2025-03-24,1629,74,8,10,718.28,87.39,104.3638
4340,2026-02-01,1827,80,14,4,1338.97,313.77,182955.91
4351,2025-07-26,1497,45,7,3,230.68,29.09,12.42873
4352,2025-08-25,105,6,13,1,1583.74,,281517.34
4364,2025-05-11,65,60,11,2,631.31,,96095.97
4381,2025-04-17,1002,15,7,5,72.08,4.35,11.7428
4383,2025-01-29,1793,73,8,8,1.44817,89.05,106.22943
4391,2025-02-12,1172,2,2,10,14996.0,3246.0,26632.11
4412,2025-07-19,1289,50,4,6,1185.53,,69.09345
4414,2026-01-30,100,12,8,10,1710.57,168.89,327486.19
4420,2025-10-10,668,8,11,2,669.7,80.42,19298.58
4442,2025-10-03,571,30,2,7,698.68,10964.0,66684.93
4444,2025-05-06,186,41,4,11,1078.97,10619.0,114795.75
4463,2025-12-12,2286,64,7,6,1288.12,,154609.56
4484,2025-03-20,1203,43,9,6,349.56,52.12,14.73465
4498,2025-12-18,1831,55,15,12,1172.05,,170045.89
4499,2025-11-27,2081,47,14,3,716.41,146.78,51.56167
4511,2025-07-05,2634,22,2,6,1987.19,24720.0,353211.56
4525,2025-03-26,2331,16,4,11,1267.15,228.71,39592.3
4527,2025-12-01,2524,42,7,4,1167.58,,65473.5
4545,2025-10-04,2619,61,1,10,712.8,97.1,62.76643
4573,2025-12-19,205,36,8,12,314.51,51.71,51411.46
4586,2025-04-19,2272,62,13,10,1961.67,100.91,43.18592
4597,2026-01-22,1276,54,3,4,408.26,9979.0,57669.52
4609,2025-01-29,1548,36,13,9,1648.4,131.42,92362.01
4618,2025-06-20,1047,48,15,9,908.89,13774.0,49.68458
4639,2026-02-09,491,52,3,9,397.01,22.18,46.18556
4643,2025-08-04,2897,48,14,8,1.56033,,254229.23
4653,2025-08-25,1943,46,11,8,1468.89,84.49,87359.48
4655,2025-08-31,205,32,2,1,134.83,15.62,5429.36
4658,2025-12-06,1254,19,10,5,1575.25,,113201.45
4660,2026-02-04,676,73,5,11,272.15,6283.0,53236.45
4672,2026-01-09,166,29,15,2,797.48,183.04,106.70316
4675,2025-02-19,1738,51,1,4,479.45,116.45,48.50608
4682,2025-02-28,948,31,12,10,31326.0,41.86,35741.27
4689,2025-03-28,1703,69,5,4,257.49,359.05,17889.67
4703,2025-01-18,89,69,15,10,1653.49,178.22,286372.63
4711,2025-07-11,438,36,6,9,820.74,87.33,141608.12
4728,2025-06-23,1985,27,11,7,1.67771,9976.0,263335.65
4731,2026-01-14,2338,80,11,6,828.07,206.4,78217.76
4737,2025-03-21,382,63,12,11,360.74,69.1,9554.15
4745,2025-10-31,17,10,12,10,1962.36,12707.0,331.83267
4747,2025-08-23,1130,50,6,10,221.56,49.46,8.14011
4752,2025-09-30,511,47,12,3,1.00038,18179.0,166529.54
4767,2025-07-26,2511,10,11,9,582.28,,42533.5
4769,2025-09-18,1600,38,15,12,91.84,18.85,5351.24
4777,2025-11-23,2701,63,3,6,571.27,95.07,90.33984
4788,2026-01-10,1980,43,8,6,327.85,65.22,13081.23
4789,2025-04-23,784,55,8,4,1459.64,128.13,49174.92
4795,2025-03-27,2264,1,11,5,434.91,86.97,84670.06
4797,2025-12-25,1454,52,3,10,33379.0,,53.86882
4815,2025-03-07,1892,4,8,10,706.93,168.16,35279.73
4832,2025-02-28,2813,17,9,6,1349.57,27961.0,203754.28
4837,2025-01-16,2350,9,2,8,1992.67,421.71,260.80377
4841,2025-12-20,432,46,15,8,257.42,54.36,29.1889
4843,2025-09-29,1339,15,9,9,733.98,64.24,65329.87
4850,2025-07-17,482,9,1,7,1464.89,173.38,200070.49
4862,2025-10-13,405,2,3,2,9730.0,,11085.56
4869,2025-01-18,2049,37,15,7,1.10271,110.78,50.81471
4870,2025-07-15,2782,34,11,12,406.03,34.63,61.6809
4873,2026-01-12,1987,32,6,10,752.44,38.98,52485.24
4882,2025-02-08,1771,13,7,7,163.9,36.13,21008.78
4889,2025-11-10,2805,80,9,2,1026.52,155.17,66073.89
4894,2025-10-27,1531,52,2,6,205.05,35.24,6577.21
4904,2025-10-22,1904,22,7,4,24360.0,,35378.16
4909,2026-01-08,2747,67,13,9,411.72,67.37,73299.25
4932,2025-08-30,1616,6,7,7,420.95,86.88,28.02636
4941,2025-08-28,1941,40,2,5,1667.22,83.77,82.58993
4966,2025-04-19,1114,12,4,1,899.89,83.88,142753.97
4972,2025-07-27,349,44,5,7,302.27,46.33,24.4092
4974,2025-09-15,2851,51,5,11,1345.42,273.31,73654.63
4984,2025-02-19,1480,3,5,2,864.44,66.73,111.63565
4985,2025-01-05,171,61,13,11,96912.0,230.61,146688.9
4991,2025-10-14,2134,18,12,5,1.29841,232.35,127.58138
4992,2025-04-27,1444,60,3,3,679.74,14251.0,125.2202
5012,2025-10-23,19,10,1,12,1581.68,263.6,271920.81
5025,2026-01-11,2070,28,5,5,165.34,3847.0,9.30492
5036,2025-05-25,822,51,14,6,1.87332,273.59,75187.56
5041,2025-03-23,397,66,10,5,1795.95,125.14,219413.86
5043,2025-08-25,952,20,13,6,189.61,21.64,13520.98
5048,2025-10-30,324,53,11,7,1336.24,293.25,39889.27
5050,2025-08-22,431,66,2,11,79.91,9.97,10916.37
5051,2025-06-29,2639,48,6,7,93335.0,172.37,28994.07
5060,2025-04-22,1041,46,3,5,1680.9,17718.0,174329.98
5086,2026-02-17,1157,43,9,10,390.43,,53022.76
5095,2025-02-18,360,23,6,7,1613.52,,190345.33
5131,2025-12-27,503,57,3,2,1224.42,,142130.43
5137,2025-09-03,1651,23,6,7,1436.77,127.3,29498.77
5141,2025-12-10,1294,72,11,10,1569.44,368.37,207627.95
5155,2025-07-23,2865,62,4,1,1293.97,108.71,79187.21
5165,2025-08-19,1500,31,4,5,1599.56,,48.29135
5170,2026-02-15,1423,61,6,10,1560.12,259.99,230.44695
5172,2025-05-15,1564,46,10,5,17262.0,11.29,19.12462
5190,2025-01-14,1501,36,6,7,1116.22,9147.0,180936.75
5191,2025-09-20,2777,65,3,10,99476.0,91.38,34551.8
5193,2025-03-29,1152,47,1,12,1381.0,280.18,206998.77
5207,2025-01-29,872,60,8,4,1426.42,,45672.79
5211,2025-12-08,124,70,5,5,61434.0,34.66,34193.83
5214,2025-04-28,1992,35,1,5,115.13,15.01,15728.26
5228,2025-08-07,358,50,12,10,1.98954,29048.0,74.88767
5242,2025-09-28,290,47,7,5,511.28,86.21,25730.85
5255,2025-07-09,2244,6,11,9,16215.0,18.89,22699.79
5262,2025-06-16,2732,26,3,12,324.79,41.26,45.29107
5265,2026-02-03,2250,37,14,8,1845.28,28101.0,139855.03
5287,2025-01-12,377,74,11,10,88270.0,121.67,65495.31
5314,2025-06-26,2450,49,11,3,706.82,90.61,52421.46
5315,2025-09-05,1530,27,10,4,1166.11,61.67,26.17626
5316,2025-03-20,1142,56,5,8,0.0,73.2,188719.2
5320,2026-02-10,2524,34,8,9,682.96,111.73,27654.16
5324,2025-09-15,917,6,4,8,708.57,11602.0,54270.67
5326,2025-11-27,603,68,14,10,1854.33,,219116.93
5328,2025-10-21,1361,80,7,7,1375.51,284.33,83623.39
5335,2026-01-20,1637,7,13,5,1496.07,267.18,133549.76
5338,2025-05-22,2651,79,8,8,81983.0,123.01,34516.38
5340,2025-08-14,2780,14,7,1,1166.18,228.29,176765.63
5351,2025-04-22,726,24,14,10,1546.93,115.46,269453.1
5367,2025-07-03,965,80,8,12,868.0,94.76,39320.47
5385,2025-11-13,984,4,12,1,770.86,149.97,143093.1
5413,2025-04-25,1567,26,12,8,1182.07,1402.98,223811.31
5416,2025-08-20,1712,64,13,1,1777.44,,338405.27
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5436,2025-06-11,910,66,12,12,37888.0,81.61,67722.39
5448,2026-02-19,1035,4,11,9,1.62822,36692.0,58727.83
5450,2025-10-04,712,37,9,8,925.03,10573.0,175356.21
5468,2025-11-04,1554,26,5,2,1447.21,,221805.76
5472,2025-09-20,897,1,3,12,1319.77,67.86,133147.28
5473,2025-05-07,2918,26,9,8,58073.0,99.66,76.88838
5475,2025-12-25,2668,58,3,9,712.96,127.9,141188.82
5480,2025-07-19,2082,29,13,4,88.29,16.13,11.17306
5489,2025-09-20,1979,36,14,8,418.64,8966.0,28205.23
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5499,2026-02-15,255,32,7,7,1103.27,251.32,58725.82
5502,2025-04-05,1176,17,7,5,1448.14,15334.0,164660.51
5514,2025-01-22,1867,29,14,2,769.79,17451.0,126750.85
5522,2025-11-29,3665,23,12,6,1.16147,,199513.01
5528,2025-01-20,2908,40,15,7,953.27,170.41,76696.88
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5551,2025-04-28,2316,21,11,6,48561.0,65.91,66.23906
5556,2025-10-07,736,9,8,8,991.03,,128657.95
5566,2025-03-17,2485,48,13,10,1336.81,10768.0,146670.38
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.0
5604,2025-05-07,648,42,6,1,1.3241,275.52,107396.46
5624,2025-08-30,89,62,14,7,1.40451,268.14,226212.45
5630,2025-07-22,2887,24,9,9,1986.52,,157056.6
5644,2026-01-31,988,41,6,10,1252.74,302.5,25250.04
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5667,2025-11-18,1260,25,7,12,932.32,22498.0,59.81927
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5675,2025-07-11,1445,26,10,7,1628.23,,231.56654
5677,2025-06-15,778,69,8,8,380.42,42.7,74677.15
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5692,2025-07-18,950,68,15,9,1.0621,12088.0,60.24737
5709,2025-04-08,3695,36,8,5,1202.25,99.84,237.34817
5720,2025-11-14,2975,16,9,6,96271.0,101.95,72339.31
5723,2025-08-24,1214,66,2,1,59441.0,5579.0,90855.01
5726,2025-02-10,2267,63,14,11,519.05,70.03,97334.6
5734,2025-10-15,2784,66,8,5,340.39,,23247.91
5736,2025-06-17,825,28,12,3,22554.0,39.06,9.20472
5745,2025-04-30,2785,13,14,4,970.7,214.37,60.759
5746,2025-10-31,682,75,2,11,1.85164,379.75,355868.76
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5797,2025-07-15,2338,69,5,12,1297.39,,243414.26
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5810,2025-11-19,719,23,8,12,1993.65,126.87,318555.97
5814,2025-12-31,2787,20,12,4,1796.86,,260.45948
5826,2025-07-07,2883,59,6,3,273.68,4717.0,50249.82
5839,2025-07-24,1598,14,6,5,131.24,1941.0,22698.88
5849,2025-05-23,2449,59,12,8,1152.8,122.65,160433.13
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5868,2025-02-03,66,35,15,12,470.27,,20840.91
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5892,2025-06-27,965,56,5,3,1.45972,,80937.53
5896,2025-09-16,428,97,14,1,1.57996,28572.0,273.13669
5911,2025-09-24,1754,17,12,4,63058.0,128.2,53811.92
5915,2025-11-09,55,68,9,10,1974.64,,96623.22
5921,2025-07-25,1854,67,9,7,436.25,,17818.81
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5966,2025-05-07,2627,29,5,4,260.36,24.3,47.91166
5978,2025-03-07,1232,20,13,8,79.25,5.32,8.1992
5989,2026-02-17,3705,1,4,7,635.39,138.22,112917.47
6001,2025-07-19,984,40,7,11,1508.29,,170.84924
6013,2025-09-13,2273,18,1,3,1008.5,19905.0,133709.61
6017,2026-02-02,2714,39,14,11,66165.0,157.47,52.31076
6021,2025-11-29,2662,37,7,12,1712.15,25029.0,53238.37
6028,2025-02-27,429,34,13,9,1.1146,23024.0,74.38548
6033,2025-10-05,2228,40,6,2,750.59,6976.0,143256.64
6073,2025-08-11,161,36,6,1,1250.35,16711.0,85339.9
6085,2025-06-23,1652,49,2,12,60006.0,124.74,94613.02
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6094,2025-06-04,2635,16,14,4,94.22,2064.0,7766.01
6100,2026-02-18,671,73,6,9,1651.66,294.82,37.92928
6103,2025-07-18,2730,55,8,10,1614.45,11916.0,90901.76
6108,2025-10-08,2253,14,3,6,1302.9,8248.0,96874.68
6109,2025-03-04,131,27,14,1,116.97,2533.0,3543.84
6117,2025-09-14,126,35,3,10,1441.28,159.11,126549.14
6124,2025-08-05,736,17,1,5,721.67,7251.0,40851.34
6131,2025-12-27,881,32,6,2,1758.5,263.9,191.37176
6148,2025-11-18,1259,52,12,11,1.5953,235.07,115436.27
6155,2025-01-21,2085,21,8,6,1433.32,341.34,212534.04
6167,2025-10-29,1245,27,15,7,1.73233,,290382.61
6178,2025-12-23,1052,47,15,8,47808.0,,12807.35
6183,2025-10-01,894,29,11,3,89585.0,,178323.46
6186,2025-07-18,1497,36,12,12,1450.14,132.94,227746.09
6192,2025-10-14,763,17,11,8,793.41,93.4,115835.22
6198,2025-10-01,1021,65,1,3,1841.33,,228443.31
6203,2025-01-21,387,31,12,11,1083.95,192.8,50879.03
6213,2026-02-20,2846,4,6,11,1993.04,105.41,290532.04
6215,2025-04-09,599,43,13,11,77205.0,9739.0,111191.5
6225,2025-02-07,671,72,12,11,1316.06,319.86,216199.74
6228,2025-03-08,985,27,15,7,1437.59,207.03,224293.55
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6268,2026-01-22,448,14,1,7,1.68053,,250.16976
6271,2025-07-01,2218,70,7,9,478.1,45.28,70.45123
6272,2025-10-19,738,34,12,5,561.86,83.98,68908.61
6285,2025-02-20,761,25,8,7,44495.0,,59.99814
6289,2025-02-14,301,20,11,10,981.6,201.1,56218.47
6290,2026-01-15,2953,28,5,5,1056.23,16002.0,172985.12
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6310,2025-02-04,208,76,7,6,1813.03,343.02,78.68851
6314,2025-04-27,1139,62,3,1,1742.95,87.77,247.80336
6321,2026-01-16,1815,42,5,1,59.23,,3548.92
6325,2026-02-19,2087,29,15,3,1013.03,,196376.1
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37
6356,2025-03-06,1690,27,10,8,76.34,7.8,14590.72
6358,2025-09-04,392,63,4,9,750.23,13014.0,146561.43
6361,2026-01-31,2354,40,12,6,99.98,1867.0,13015.25
6371,2025-09-18,771,14,3,12,896.02,,118.69933
6373,2026-01-26,249,61,14,4,1.04038,81.61,79524.66
6376,2025-11-12,1035,8,2,9,558.89,86.58,87920.82
6393,2025-07-07,845,19,15,5,1853.16,43462.0,365874.53
6397,2025-04-27,1634,47,13,1,46204.0,60.78,17647.16
6400,2025-12-20,1923,58,8,3,288.93,51719.0,46838.9
6406,2025-01-12,1494,77,8,8,1.17658,64.03,220725.36
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6422,2026-02-03,2565,20,2,6,500.96,11652.0,32.22091
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6426,2026-01-31,2896,23,12,6,904.15,7422.0,65690.98
6444,2025-01-09,1003,9,12,8,707.84,158.04,99642.19
6445,2026-02-15,515,42,2,3,1089.84,269.12,71753.34
6449,2025-09-01,131,71,15,2,1659.89,333.79,79.86972
6451,2025-08-22,1759,74,7,12,477.9,42.58,84.66861
6458,2025-01-30,1179,5,11,1,572.07,5754.0,83.3018
6462,2025-11-24,2855,32,6,10,182.08,207.72,24.95763
6472,2025-09-02,2948,33,6,9,1650.19,370.06,169.6652
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6518,2025-03-20,1346,35,5,4,166.31,14.28,16.39418
6527,2025-03-26,2872,26,6,10,1.32944,266.99,114.54733
6543,2025-02-12,1978,52,2,7,736.57,11609.0,94637.23
6553,2025-11-27,1269,23,7,7,956.39,61.44,186.53158
6564,2025-11-10,303,74,8,1,1.61311,,97705.52
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6577,2025-07-20,1845,45,1,4,1.30627,122.84,192.93102
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6613,2025-10-03,2089,12,10,11,1587.9,146.38,264943.57
6616,2025-05-05,397,52,6,1,897.12,83.89,75687.09
6623,2025-04-13,421,29,10,11,17980.0,,7346.06
6625,2025-11-21,498,46,15,5,773.37,11722.0,26638.57
6631,2026-02-07,1543,37,9,11,1236.6,251.15,98830.18
6644,2025-03-12,1256,76,9,6,54.93,545.0,5742.84
6651,2025-06-21,2965,5,5,12,1695.98,31626.0,247829.98
6660,2025-05-06,2312,51,9,9,586.71,126.15,75805.98
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6664,2025-08-07,1025,66,4,11,101.52,2308.0,2448.35
6680,2025-02-14,3712,43,12,2,437.99,,76907.31
6681,2025-01-31,80,18,6,3,1567.0,35392.0,153435.05
6688,2025-12-28,817,62,11,10,1372.71,206.56,180607.22
6692,2025-09-03,107,14,9,11,536.21,,83030.04
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6704,2025-10-02,490,42,10,10,65813.0,69.61,53122.73
6705,2025-05-22,309,26,5,1,162.27,28.85,6.5579
6709,2025-11-29,68,20,6,2,1342.53,67.21,118.17688
6722,2025-11-26,2271,51,13,2,1580.27,292.22,234.71521
6726,2025-04-23,1360,74,7,2,1869.51,11987.0,156539.12
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6735,2025-02-15,1640,53,11,8,53577.0,97.35,23.07327
6739,2025-12-09,1915,43,2,4,1.66794,,57.13545
6758,2025-05-25,1836,73,10,8,412.62,7233.0,22306.08
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6780,2025-08-21,1823,59,9,4,0.0,137.14,123543.56
6786,2025-03-09,2134,60,8,9,0.0,157.0,260464.65
6787,2025-01-01,1611,63,15,8,266.17,20.15,7982.96
6810,2025-12-27,892,12,9,2,993.38,140.3,81.0819
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6825,2026-01-19,3000,1,8,2,1050.52,175.36,116896.66
6828,2026-01-31,219,53,13,4,1849.16,360.09,363.03758
6840,2025-09-05,842,54,12,11,914.44,76.55,169673.07
6858,2025-06-11,204,29,14,12,1.80662,,59.60383
6862,2026-01-18,1718,9,1,10,9099.0,1582.0,13628.13
6868,2025-04-15,1273,12,8,7,1401.12,214.77,257281.25
6881,2025-04-07,720,51,2,9,1.49266,314.92,43749.56
6882,2025-04-05,1684,14,6,11,82934.0,13094.0,134007.26
6887,2025-07-17,2880,37,13,3,1.98761,,292045.79
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6896,2026-01-23,2549,53,3,10,77666.0,16033.0,71858.98
6901,2025-04-22,1520,48,15,4,384.74,24.0,45.8186
6911,2025-02-21,3568,19,5,4,90715.0,122.71,160939.06
6915,2025-07-15,6,54,10,3,320.2,64.03,33943.12
6923,2026-02-05,2615,73,14,1,1.25729,255.98,118398.26
6928,2026-01-04,1001,3,9,8,574.27,,56.26643
6933,2026-01-16,1563,70,12,2,85373.0,,112351.12
6942,2025-08-30,348,62,1,4,1926.76,,54823.08
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6948,2025-05-29,2043,8,15,10,49416.0,52.56,32.94438
6952,2025-10-24,721,43,2,12,185.25,17.31,22145.05
6955,2025-10-18,2922,66,7,1,1286.46,194.71,235899.36
6962,2025-12-21,2082,39,14,8,1240.6,250.11,172069.57
6965,2026-01-15,1680,29,9,2,1.29902,,237.15915
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6975,2025-04-01,2161,14,14,10,98.74,,4435.82
6982,2026-02-13,1411,69,1,6,574.8,4482.0,98912.26
6994,2025-05-13,2814,45,1,7,1173.0,76.26,219686.54
6999,2025-12-20,2810,47,1,9,172.98,3613.0,16477.58
7003,2025-12-29,1871,48,14,6,1.77995,14453.0,86458.57
7005,2025-01-06,2234,27,13,10,58970.0,,83124.55
7036,2025-09-11,1503,33,12,10,1.36789,163.67,182873.28
7037,2025-04-19,100,3,12,1,1829.07,,143797.53
7042,2025-03-06,1441,55,2,11,497.92,79.48,86679.8
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7061,2025-04-14,2826,27,7,6,815.73,196.3,65.40252
7062,2025-09-28,1948,55,13,2,27126.0,24.97,23575.9
7070,2025-01-16,2203,57,8,2,1.80024,347.18,142340.74
7073,2025-08-24,1268,21,15,5,1121.98,117.14,201974.8
7079,2025-06-03,1965,3,13,10,1.95309,29197.0,99624.01
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.5
7087,2026-02-16,1915,65,9,2,795.7,47.07,17598.83
7090,2025-10-14,1483,65,13,7,690.71,60.16,25802.51
7093,2025-07-08,2268,54,14,7,1880.4,40217.0,84.16757
7094,2025-02-03,1204,29,5,10,1230.6,296.51,215018.93
7097,2025-06-23,2418,11,2,10,526.46,64.94,89410.98
7104,2025-02-03,2194,46,3,4,1845.57,98.53,105097.0
7116,2025-10-22,104,62,3,4,56224.0,9837.0,31094.55
7123,2025-08-17,1099,70,7,10,429.79,61.34,57116.17
7132,2026-01-28,418,11,12,7,927.24,17151.0,123.03975
7154,2025-09-28,333,57,9,2,149.85,2595.0,17453.76
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7172,2025-10-24,1425,26,3,5,532.04,,60.48316
7175,2025-04-01,1797,32,3,4,1119.68,22168.0,130255.33
7190,2025-11-04,468,58,3,4,1489.43,98.08,82002.22
7191,2025-05-22,2827,32,14,8,11744.0,20.14,19480.85
7194,2025-02-11,1114,38,1,2,984.1,18567.0,135.7409
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7230,2025-11-04,2419,72,1,9,1.54835,,50562.79
7232,2025-10-17,2642,49,15,12,95332.0,230.48,67041.37
7242,2025-05-08,513,16,8,12,981.86,,128289.36
7254,2025-06-06,1257,45,15,12,927.36,16958.0,102217.97
7258,2025-02-05,1063,10,4,6,1786.44,283.89,96533.94
7262,2025-06-06,1649,38,2,7,1216.85,80.73,60288.89
7265,2025-07-16,1439,56,9,8,143.33,8.01,3.07707
7270,2025-06-21,2505,74,15,7,44999.0,63.27,35835.77
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7284,2025-10-17,116,22,4,5,91309.0,1542.73,24940.49
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7298,2026-02-19,1655,5,2,1,1389.75,16558.0,58370.75
7299,2025-10-31,887,5,4,12,528.05,120.59,27.9013
7311,2025-11-15,1767,69,8,1,736.94,,29.18013
7326,2025-04-15,514,55,11,4,62614.0,,82569.35
7330,2025-12-02,2269,7,15,10,1739.66,174.33,299246.21
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46
7332,2025-11-02,2655,116,6,5,414.35,84.85,19.05014
7351,2025-01-04,1033,15,2,3,35319.0,,34038.28
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37,172.4,137558.75
7366,2025-07-21,1075,57,8,8,1014.8,,67404.91
7377,2025-01-20,2750,60,7,12,1.74456,16643.0,249.2921
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7410,2025-04-24,2627,4,15,4,1310.1,210.88,85.06618
7411,2025-09-13,42,74,2,8,770.72,,40.64924
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7426,2025-01-04,148,24,7,4,1.9791,373.73,375572.14
7429,2025-12-21,248,35,10,1,1.27955,8521.0,106009.5
7431,2025-07-30,1930,45,5,9,384.54,61.04,70618.29
7452,2025-01-21,3663,21,12,7,278.99,25.96,11231.81
7459,2025-08-13,2001,3,5,4,1.47791,1.81638,73969.89
7462,2026-01-10,1589,62,11,5,1.10794,187.23,176408.12
7478,2025-12-24,1910,55,15,8,159.96,10.77,11.56657
7486,2025-05-14,2103,47,3,3,1749.98,367.05,153467.71
7488,2025-06-27,828,19,6,12,1585.24,96.6,98141.6
7502,2026-02-14,1436,52,8,9,8614.0,6.78,11543.93
7525,2025-12-23,800,34,2,6,388.31,83.9,13031.14
7532,2025-04-22,1185,70,3,8,99834.0,,199108.26
7533,2025-02-22,3730,51,14,4,1054.6,194.94,148781.5
7541,2025-03-05,2937,61,11,3,915.28,58.29,64910.6
7544,2025-06-30,1281,37,13,4,1414.22,,279909.02
7557,2025-04-08,1767,25,6,3,854.01,73.88,106881.68
7558,2025-10-14,2895,68,12,10,715.84,68.54,76807.55
7569,2025-01-02,1500,66,12,6,55952.0,101.06,53.82536
7573,2025-06-15,243,56,15,3,974.92,133.21,85994.23
7589,2025-04-23,22,25,10,4,54927.0,124.64,57.21382
7591,2026-02-19,992,48,10,4,1936.71,11597.0,324162.53
7592,2025-05-30,947,35,2,8,270.19,3864.0,47919.14
7627,2025-09-03,2501,3,15,11,1487.28,29696.0,278028.61
7631,2025-06-18,1523,29,8,4,640.87,34.42,86414.2
7650,2025-05-28,257,25,6,7,1666.76,160.72,304486.77
7667,2025-05-21,2925,36,2,3,1704.77,326.48,124814.59
7677,2025-01-13,770,2,6,5,1.58681,351.38,166153.4
7686,2025-02-05,3532,23,3,3,1972.98,319.66,124.24887
