id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
8174,,1026,38,9,8,,63.83,60674.47,"fecha_invalida,prima_invalida"
8175,,1239,11,2,4,227.72,,8573.43,fecha_invalida
8177,,2679,63,5,1,867.69,125.34,,"fecha_invalida,monto_invalido"
8178,,315,11,10,6,1700.6,309.89,123.66396,fecha_invalida
8179,,776,51,13,4,48459.0,6682.0,32215.47,fecha_invalida
8180,,2455,65,7,1,1804.6,339.0,,"fecha_invalida,monto_invalido"
8181,,2286,44,11,11,,3223.0,84392.09,"fecha_invalida,prima_invalida"
8182,2025-07-30,268,12,7,1,833.27,,,monto_invalido
8183,,2064,67,10,4,1711.59,194.71,247519.74,fecha_invalida
8185,,2580,6,14,6,688.09,89.33,106810.7,fecha_invalida
8186,,338,59,9,12,,39027.0,,"fecha_invalida,prima_invalida,monto_invalido"
8187,,2299,20,12,4,536.86,53.25,86527.32,fecha_invalida
8188,,2283,44,9,3,1.21339,23340.0,197.46814,fecha_invalida
8189,,850,35,13,3,75.35,14.54,8104.59,fecha_invalida
8190,,1121,33,4,3,37016.0,,19565.79,fecha_invalida
8192,,323,10,13,4,0.0,114.85,225.7961,fecha_invalida
8193,,282,65,1,8,600.12,55.85,,"fecha_invalida,monto_invalido"
8194,2025-03-17,414,11,10,11,1687.99,85.28,,monto_invalido
8195,,554,67,13,9,1490.37,,85724.6,fecha_invalida
8196,,303,54,2,11,1.04657,132.02,139307.94,fecha_invalida
8197,,739,21,2,6,1.16829,,158913.48,fecha_invalida
8198,,1940,7,6,9,,105.56,,"fecha_invalida,prima_invalida,monto_invalido"
8199,,1885,8,12,10,1051.42,16904.0,75062.37,fecha_invalida
8200,,1576,50,15,12,589.5,36.54,109783.43,fecha_invalida
8201,,2698,62,1,11,1169.73,213.6,137.30877,fecha_invalida
8202,2026-02-13,1148,11,9,11,,6362.0,28187.33,prima_invalida
8203,,2007,63,5,5,1365.17,22136.0,153.41361,fecha_invalida
8204,,1973,32,14,5,1888.78,,,"fecha_invalida,monto_invalido"
8205,,3672,2,4,1,,4177.0,90193.5,"fecha_invalida,prima_invalida"
8206,,716,32,13,11,728.71,,53847.97,fecha_invalida
8207,,1430,39,4,4,1.32867,31354.0,186625.54,fecha_invalida
8208,,1291,22,8,5,892.44,,151.18142,fecha_invalida
8209,,1233,8,9,3,81292.0,11503.0,,"fecha_invalida,monto_invalido"
8210,,609,50,2,9,1933.91,147.34,383322.49,fecha_invalida
8211,,1471,18,10,1,,81.55,125.93142,"fecha_invalida,prima_invalida"
8212,,1692,12,12,2,176.86,39.36,13906.92,fecha_invalida
8213,,1812,21,13,5,713.97,,33434.07,fecha_invalida
8214,2025-12-02,1932,66,10,1,,4560.0,,"prima_invalida,monto_invalido"
8215,,2306,58,3,4,61778.0,74.81,97778.09,fecha_invalida
8216,,14,39,5,10,477.21,807.84,77295.05,fecha_invalida
8217,,296,51,12,7,743.96,,111346.55,fecha_invalida
8219,,2789,22,6,2,699.03,,74890.43,fecha_invalida
8220,,2717,58,4,5,25438.0,61.51,21304.97,fecha_invalida
8222,,2910,47,7,12,1635.8,132.89,285615.67,fecha_invalida
8223,,1444,40,13,5,1365.54,29850.0,,"fecha_invalida,monto_invalido"
8224,,325,18,8,7,,,70533.55,"fecha_invalida,prima_invalida"
8225,,3625,3,15,8,1073.54,167.57,23953.4,fecha_invalida
8226,,2576,48,13,3,1655.56,32948.0,127.33853,fecha_invalida
8227,,2082,73,1,9,1696.6,15390.0,141.87498,fecha_invalida
8228,,2116,106,14,12,,61.64,59.37056,"fecha_invalida,prima_invalida"
8229,2025-06-06,2772,42,8,8,,,143940.86,prima_invalida
8230,,2670,16,9,7,,,194810.95,"fecha_invalida,prima_invalida"
8231,,2879,36,1,9,1590.25,266.74,290.90613,fecha_invalida
8232,,2740,38,6,2,0.0,257.58,210039.56,fecha_invalida
8234,,1438,75,14,6,798.67,95.54,71269.37,fecha_invalida
8235,,1160,79,13,6,,9.75,10.9281,"fecha_invalida,prima_invalida"
8236,,1055,78,6,5,64.08,11.31,2.61535,fecha_invalida
8237,2025-05-19,2387,59,12,5,,,217.40514,prima_invalida
8238,,1190,27,9,9,,61.48,34864.04,"fecha_invalida,prima_invalida"
8239,,2280,66,7,10,1509.31,242.31,161044.56,fecha_invalida
8240,,1938,46,10,7,,12043.0,73910.33,"fecha_invalida,prima_invalida"
8241,,1725,62,12,11,1645.19,,255434.39,fecha_invalida
8242,,2316,6,1,8,,,167319.34,"fecha_invalida,prima_invalida"
8244,,978,61,5,6,,161.76,123073.45,"fecha_invalida,prima_invalida"
8245,,1489,72,6,9,,31.7,76.16396,"fecha_invalida,prima_invalida"
8246,,2776,42,1,2,1654.85,302.08,210130.57,fecha_invalida
8247,,1096,48,13,1,,181.74,93775.52,"fecha_invalida,prima_invalida"
8248,,2094,39,5,7,1215.31,238.18,,"fecha_invalida,monto_invalido"
8249,,1824,51,3,7,82.92,17.37,13414.35,fecha_invalida
8250,,417,76,12,11,711.6,134.36,67455.95,fecha_invalida
8251,,1378,8,8,9,1351.99,176.41,127041.74,fecha_invalida
8252,,200,78,15,8,1882.28,21142.0,312666.12,fecha_invalida
8253,,3617,13,9,8,1.67864,203.42,88218.07,fecha_invalida
8255,,1659,47,13,11,246.73,15.6,17.27202,fecha_invalida
8256,,2685,10,1,3,50269.0,,,"fecha_invalida,monto_invalido"
8257,,2388,26,3,4,1378.36,,,"fecha_invalida,monto_invalido"
8258,,1694,33,3,2,1429.34,,127406.94,fecha_invalida
8259,,974,37,5,11,219.64,1434.0,32784.06,fecha_invalida
8261,2025-09-27,320,32,12,6,55.08,7.74,,monto_invalido
8262,,746,13,8,3,,14964.0,177430.51,"fecha_invalida,prima_invalida"
8263,,934,80,6,9,324.64,40.46,25.07807,fecha_invalida
8264,,2468,58,4,1,679.1,106.24,66277.58,fecha_invalida
8265,2025-03-27,761,68,4,5,,55.66,68051.39,prima_invalida
8266,,2529,33,4,8,101.74,,3818.66,fecha_invalida
8267,,224,80,9,9,,8.01,9062.39,"fecha_invalida,prima_invalida"
8268,2026-01-18,2766,2,15,1,450.44,767.36,,monto_invalido
8269,,825,40,9,1,96423.0,154.09,,"fecha_invalida,monto_invalido"
8270,,519,58,14,10,,,108974.17,"fecha_invalida,prima_invalida"
8271,,1971,62,3,5,769.67,154.93,99780.93,fecha_invalida
8272,,2536,18,6,4,,,33261.36,"fecha_invalida,prima_invalida"
8273,,346,24,3,5,1746.6,,207209.98,fecha_invalida
8274,,997,45,13,11,1405.27,301.24,161886.22,fecha_invalida
8275,,1450,32,5,10,,30.96,9.4521,"fecha_invalida,prima_invalida"
8276,,1080,40,6,5,1315.2,230.15,50.08467,fecha_invalida
8277,,2997,79,1,7,705.69,114.61,,"fecha_invalida,monto_invalido"
8278,,2686,16,3,9,1883.64,451.71,201739.39,fecha_invalida
8279,,366,56,13,9,271.07,,40505.51,fecha_invalida
8281,,391,21,2,7,1064.22,,67.80032,fecha_invalida
8282,,1824,72,12,1,120.59,15.0,11984.02,fecha_invalida
8283,,958,36,3,11,30093.0,71.43,18.79772,fecha_invalida
8284,,405,27,10,4,327.58,19.94,,"fecha_invalida,monto_invalido"
8285,,2064,22,1,1,833.03,,89784.34,fecha_invalida
8286,,1800,69,11,2,1135.77,108.77,220.08449,fecha_invalida
8287,,2741,46,5,3,1.15505,13014.0,100195.68,fecha_invalida
8288,,224,2,8,10,67385.0,150.12,79717.78,fecha_invalida
8290,,2247,8,10,5,1389.32,80.95,73451.44,fecha_invalida
8291,,190,22,2,8,1.924,459.25,153983.82,fecha_invalida
8292,,878,1,6,1,1428.81,192.21,237.9297,fecha_invalida
8293,,796,21,15,12,74792.0,17183.0,28203.74,fecha_invalida
8294,,2579,76,1,5,793.48,55.59,65.53698,fecha_invalida
8295,,373,68,8,1,118.51,7.47,13868.84,fecha_invalida
8296,,348,45,14,6,813.66,84.32,143484.83,fecha_invalida
8297,,1549,12,14,4,57395.0,124.02,54459.56,fecha_invalida
8298,,10,61,2,4,1.76062,370.65,145576.88,fecha_invalida
8299,,2865,59,1,11,1522.19,226.52,222828.43,fecha_invalida
8300,,1916,51,7,11,874.33,10809.0,25.78595,fecha_invalida
8301,,2958,4,6,10,1226.68,248.96,215897.06,fecha_invalida
8302,,2343,8,4,5,10063.0,10.68,14181.0,fecha_invalida
8303,,1624,24,7,6,1.95071,2655.16,352687.78,fecha_invalida
8304,,1524,17,7,9,1348.33,,131195.68,fecha_invalida
8306,,1741,67,8,12,335.89,,57712.42,fecha_invalida
8307,,1024,13,3,6,1.07632,,203.05649,fecha_invalida
8308,2025-02-11,1794,18,3,1,525.61,92.71,,monto_invalido
8309,,966,14,13,6,25909.0,13.6,,"fecha_invalida,monto_invalido"
8310,,1601,26,2,6,514.82,,94.03772,fecha_invalida
8311,,2528,51,6,6,557.46,123.3,93874.38,fecha_invalida
8312,,327,76,11,3,907.98,17920.0,129235.21,fecha_invalida
8313,,500,7,8,2,255.04,,,"fecha_invalida,monto_invalido"
8314,,2311,15,9,8,79072.0,,,"fecha_invalida,monto_invalido"
8315,2025-08-09,963,20,14,4,1415.48,14916.0,,monto_invalido
8316,,767,33,11,3,,116.34,27791.52,"fecha_invalida,prima_invalida"
8317,,1064,75,4,9,,177.37,192434.5,"fecha_invalida,prima_invalida"
8318,,668,61,12,12,,,180793.03,"fecha_invalida,prima_invalida"
8319,,287,65,14,8,884.19,178.87,126253.05,fecha_invalida
8320,,208,37,15,9,584.96,6509.0,39020.5,fecha_invalida
8322,,2247,74,14,12,15272.0,2121.0,,"fecha_invalida,monto_invalido"
8323,,1753,105,1,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
8324,,2167,48,13,3,,279.23,,"fecha_invalida,prima_invalida,monto_invalido"
8325,,2137,10,13,10,1.36319,11607.0,71518.66,fecha_invalida
8326,,670,22,5,11,76.0,700.0,,"fecha_invalida,monto_invalido"
8327,,2923,32,5,1,1.9942,296.41,138.52851,fecha_invalida
8328,,2425,77,3,8,1326.4,21936.0,102121.28,fecha_invalida
8329,,518,14,15,4,563.25,95.79,,"fecha_invalida,monto_invalido"
8331,2025-10-21,1285,5,13,2,,161.71,173936.48,prima_invalida
8332,,2726,35,7,10,,193.73,110668.57,"fecha_invalida,prima_invalida"
8333,,2130,27,5,5,92860.0,,164.9073,fecha_invalida
8334,2025-08-03,2627,44,4,2,210.9,23.63,,monto_invalido
8337,,2150,5,12,10,1080.14,,111220.95,fecha_invalida
8338,,1131,27,6,8,810.63,,62886.27,fecha_invalida
8339,,1426,37,3,6,,,18835.8,"fecha_invalida,prima_invalida"
8340,,260,8,15,10,715.74,1.18474,,"fecha_invalida,monto_invalido"
8341,,2521,79,5,3,1797.79,418.93,,"fecha_invalida,monto_invalido"
8342,,1513,66,2,9,611.84,128.75,112327.13,fecha_invalida
8343,2026-02-16,1154,68,11,11,1706.14,33537.0,,monto_invalido
8344,,759,42,15,9,695.35,6832.0,83.54011,fecha_invalida
8345,,1736,7,12,3,,87.76,89756.67,"fecha_invalida,prima_invalida"
8346,,1488,15,3,5,1987.45,162.02,277709.01,fecha_invalida
8347,,95,17,4,4,357.69,77.18,46377.56,fecha_invalida
8348,2025-03-09,259,37,14,5,1324.2,175.55,,monto_invalido
8349,,2155,80,3,1,1.85789,108.14,,"fecha_invalida,monto_invalido"
8350,,2501,52,7,3,1435.5,2381.59,268522.03,fecha_invalida
8351,,2581,68,14,4,1.12787,264.59,220181.05,fecha_invalida
8352,2025-06-14,582,23,5,7,,275.76,358.7028,prima_invalida
8353,,880,11,15,9,56.57,13.06,8.04796,fecha_invalida
8355,,2101,117,13,9,1.24601,150.08,129700.06,fecha_invalida
8356,,1699,46,12,3,79055.0,73.19,,"fecha_invalida,monto_invalido"
8357,,942,34,1,10,1410.46,189.74,190.90339,fecha_invalida
8358,,1815,49,8,4,1984.32,25834.0,62794.29,fecha_invalida
8359,,2932,33,1,5,509.0,117.11,85053.02,fecha_invalida
8360,2025-09-05,3591,18,1,9,1021.1,23776.0,,monto_invalido
8361,,2879,94,2,12,,9876.0,92.65919,"fecha_invalida,prima_invalida"
8362,,182,10,4,10,1491.46,188.89,48708.09,fecha_invalida
8365,,1573,80,13,2,1.50533,21366.0,252456.84,fecha_invalida
8366,,979,80,13,4,1018.86,12879.0,48928.58,fecha_invalida
8367,,2375,24,7,9,970.23,216.52,70426.49,fecha_invalida
8368,,574,29,4,6,520.45,,63650.29,fecha_invalida
8369,,219,39,4,4,294.91,22.86,48217.64,fecha_invalida
8370,,2535,43,10,8,0.0,364.71,286090.35,fecha_invalida
8371,,2494,78,15,6,71.16,619.0,10878.49,fecha_invalida
8372,,946,38,14,4,126.91,3073.0,6233.29,fecha_invalida
8373,,1750,68,4,6,,,53998.02,"fecha_invalida,prima_invalida"
8374,,516,58,12,6,,,24.11411,"fecha_invalida,prima_invalida"
8376,,1465,11,5,11,326.25,70.43,58459.1,fecha_invalida
8377,,2129,6,13,12,,29.48,11849.23,"fecha_invalida,prima_invalida"
8378,,2672,7,12,3,0.0,12808.0,154577.66,fecha_invalida
8380,,1433,53,11,12,1504.79,245.74,192689.26,fecha_invalida
8381,,191,16,3,6,1.09115,167.72,186.41364,fecha_invalida
8382,,2740,8,5,1,1633.17,350.91,309565.81,fecha_invalida
8383,,1377,9,10,5,1985.38,,195.63138,fecha_invalida
8385,,1406,61,13,8,1862.49,422.0,107946.88,fecha_invalida
8386,,502,65,14,4,,180.55,257397.83,"fecha_invalida,prima_invalida"
8387,,2988,41,15,4,7898.0,12.68,4525.98,fecha_invalida
8388,,2139,5,1,12,923.51,5604.0,148546.14,fecha_invalida
8389,,1450,43,15,2,1063.61,8910.0,53.05802,fecha_invalida
8390,,1897,53,12,6,1745.88,25877.0,67470.63,fecha_invalida
8391,,676,53,15,5,210.94,3331.0,29943.5,fecha_invalida
8392,,2407,42,11,1,1.80181,36586.0,178888.32,fecha_invalida
8393,,1189,27,2,8,1499.94,110.46,,"fecha_invalida,monto_invalido"
8394,,2163,1,6,5,0.0,7582.0,61649.4,fecha_invalida
8397,,93,47,13,4,1349.55,,151940.14,fecha_invalida
8398,,1755,19,10,8,,,24.24627,"fecha_invalida,prima_invalida"
8399,,830,62,10,12,1269.24,,161.48353,fecha_invalida
8400,,1524,65,6,12,121.79,9.14,20956.44,fecha_invalida
8401,,2254,15,4,8,1320.77,126.03,,"fecha_invalida,monto_invalido"
8402,,231,53,15,11,,169.46,180378.49,"fecha_invalida,prima_invalida"
8403,,2150,15,11,11,1279.8,15596.0,183.69449,fecha_invalida
8404,,18,58,9,7,312.46,,32392.39,fecha_invalida
8405,,2240,79,11,10,343.12,44.31,68205.15,fecha_invalida
8406,,197,35,6,3,,123.41,145351.03,"fecha_invalida,prima_invalida"
8407,,960,34,14,5,96044.0,202.29,48736.61,fecha_invalida
8408,,2975,76,13,10,608.72,101.28,15.6746,fecha_invalida
8409,,1991,11,1,7,1446.75,22155.0,213564.31,fecha_invalida
8410,,1755,44,7,7,23818.0,12.92,29544.95,fecha_invalida
8411,,1208,70,1,4,1.95286,14408.0,295051.67,fecha_invalida
8412,,492,9,2,3,,8644.0,42559.77,"fecha_invalida,prima_invalida"
8413,,991,69,10,9,197.91,44.93,,"fecha_invalida,monto_invalido"
8414,,1191,58,8,4,1.29202,100.84,,"fecha_invalida,monto_invalido"
8415,,1800,23,2,5,983.31,106.75,177539.87,fecha_invalida
8416,,1912,69,15,2,1.692,40568.0,108.79002,fecha_invalida
8418,,774,10,9,7,705.25,55.76,,"fecha_invalida,monto_invalido"
8419,,171,78,1,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
8420,,1207,15,5,2,1.34894,261.32,251721.11,fecha_invalida
8421,,1757,29,1,6,,,44700.78,"fecha_invalida,prima_invalida"
8422,2026-01-21,2079,16,12,12,,,115192.61,prima_invalida
8424,,531,14,7,10,936.17,100.47,151.38391,fecha_invalida
8425,,2956,66,13,7,62109.0,97.19,13745.29,fecha_invalida
8426,,444,60,10,7,364.05,36.43,,"fecha_invalida,monto_invalido"
8428,,2294,11,14,4,845.45,10557.0,30880.47,fecha_invalida
8429,,2565,7,13,8,1686.71,,176.14196,fecha_invalida
8430,,812,105,11,2,0.0,39442.0,340489.09,fecha_invalida
8431,,1500,55,6,1,1.50158,,250667.3,fecha_invalida
8432,,472,65,4,3,461.19,27.13,76258.37,fecha_invalida
8433,,1141,3,9,7,1.99888,468.95,,"fecha_invalida,monto_invalido"
8435,,2846,65,12,6,942.71,206.45,117314.29,fecha_invalida
8436,,2453,77,5,2,33344.0,35.8,15.71034,fecha_invalida
8437,,605,74,8,5,963.65,,150265.31,fecha_invalida
8438,2025-04-26,2552,53,9,1,,92.82,22428.41,prima_invalida
8439,,2901,66,11,1,1.7048,20595.0,207156.22,fecha_invalida
8440,,77,10,11,1,1781.03,,55.89364,fecha_invalida
8441,,2615,74,8,9,1.38168,21397.0,,"fecha_invalida,monto_invalido"
8443,,2805,41,7,2,1013.45,,,"fecha_invalida,monto_invalido"
8444,,236,80,12,11,729.15,125.14,,"fecha_invalida,monto_invalido"
8445,,1643,74,8,6,1901.88,465.02,337.85939,fecha_invalida
8446,,1717,74,4,11,,125.28,66855.6,"fecha_invalida,prima_invalida"
8447,,2921,39,1,6,1418.7,232.62,,"fecha_invalida,monto_invalido"
8449,,586,49,8,1,1012.56,54.95,161825.91,fecha_invalida
8450,,1440,42,8,3,,229.34,,"fecha_invalida,prima_invalida,monto_invalido"
8451,,2214,6,11,9,373.45,48.34,27073.02,fecha_invalida
8452,2025-08-27,1680,58,4,5,29884.0,41.5,,monto_invalido
8453,,1762,22,10,10,80946.0,,,"fecha_invalida,monto_invalido"
8454,,2862,68,11,11,1206.27,130.45,199081.93,fecha_invalida
8455,,1036,66,9,1,469.14,102.58,10.92288,fecha_invalida
8456,,551,3,3,9,90020.0,125.67,78622.94,fecha_invalida
8457,,1839,53,5,3,581.15,,88751.97,fecha_invalida
8458,,2346,12,8,2,1571.19,24798.0,244401.02,fecha_invalida
8459,,2467,15,8,8,1453.7,216.99,38213.68,fecha_invalida
8460,,3842,10,1,9,369.97,20.95,60516.2,fecha_invalida
8461,,782,17,1,2,951.74,86.67,68310.26,fecha_invalida
8462,,1839,47,2,7,9455.0,13.93,,"fecha_invalida,monto_invalido"
8465,,2038,42,4,4,1229.8,260.04,,"fecha_invalida,monto_invalido"
8466,,1820,53,12,7,551.68,,,"fecha_invalida,monto_invalido"
8467,,2556,18,12,10,,66.29,11890.92,"fecha_invalida,prima_invalida"
8468,,1721,60,13,9,339.23,,32395.37,fecha_invalida
8470,,1185,49,3,3,974.44,132.68,180755.11,fecha_invalida
8471,,481,7,12,12,1.07602,,84069.01,fecha_invalida
8472,2026-02-17,1570,5,14,7,,172.82,100933.01,prima_invalida
8473,,498,24,10,3,1423.29,,276081.24,fecha_invalida
8474,,272,66,7,10,,17283.0,175606.84,"fecha_invalida,prima_invalida"
8475,,1486,15,1,5,1.16164,,165.38748,fecha_invalida
8476,,727,35,4,7,1.74045,169.2,36574.26,fecha_invalida
8477,,1202,14,4,11,86788.0,,90.2972,fecha_invalida
8478,,204,56,1,6,,265.93,118441.88,"fecha_invalida,prima_invalida"
8479,,2345,60,10,3,1107.8,66.04,156510.56,fecha_invalida
8481,,2200,56,3,3,246.57,,17.31942,fecha_invalida
8482,,2329,63,13,1,176.18,,20664.71,fecha_invalida
8483,,701,14,14,7,903.82,188.26,148815.24,fecha_invalida
8484,,1194,29,15,11,15223.0,26.03,,"fecha_invalida,monto_invalido"
8485,,479,54,11,6,,127.88,310277.82,"fecha_invalida,prima_invalida"
8486,,1382,33,2,8,,,152086.73,"fecha_invalida,prima_invalida"
8488,,2716,32,9,1,1568.13,185.04,138.94834,fecha_invalida
8489,2025-03-06,422,9,15,2,,250.08,,"prima_invalida,monto_invalido"
8490,,2119,30,2,10,1858.61,12217.0,160872.44,fecha_invalida
8491,,2014,69,4,6,1.08096,,,"fecha_invalida,monto_invalido"
8492,,1329,79,8,5,614.05,,64530.28,fecha_invalida
8493,,1133,68,11,9,,7037.0,,"fecha_invalida,prima_invalida,monto_invalido"
8494,,3708,52,8,3,,15584.0,316769.83,"fecha_invalida,prima_invalida"
8495,,2144,73,8,6,92876.0,14903.0,75.82693,fecha_invalida
8496,,82,66,6,10,1915.63,235.7,94733.19,fecha_invalida
8497,,1229,17,15,9,0.0,,118268.78,fecha_invalida
8498,,377,12,7,11,,131.11,,"fecha_invalida,prima_invalida,monto_invalido"
8499,,1576,13,12,6,598.48,1074.33,,"fecha_invalida,monto_invalido"
8500,,661,26,13,8,0.0,12392.0,197696.41,fecha_invalida
8501,,2132,4,2,6,1479.84,363.76,,"fecha_invalida,monto_invalido"
8502,,337,78,15,3,1047.0,195.68,151.57577,fecha_invalida
8503,,2539,60,12,3,241.01,,12.86196,fecha_invalida
8504,,640,38,7,9,,115.4,81500.11,"fecha_invalida,prima_invalida"
8506,,2549,30,2,8,835.87,,85.35418,fecha_invalida
8507,,2614,30,13,7,1129.68,207.69,121.99348,fecha_invalida
8508,,2616,25,15,11,620.0,,103460.0,fecha_invalida
8509,,1428,35,10,8,1459.22,,180.79959,fecha_invalida
8510,,2393,27,15,2,,1359.83,,"fecha_invalida,prima_invalida,monto_invalido"
8511,,2592,36,2,1,1530.06,292.89,287.97406,fecha_invalida
8512,,2106,63,15,9,177.16,,23.15794,fecha_invalida
8513,,716,60,10,3,1603.03,261.9,42.57163,fecha_invalida
8515,,1865,34,9,7,599.21,49.1,60439.82,fecha_invalida
8516,,1643,61,1,3,292.3,72.1,51155.77,fecha_invalida
8518,,503,5,7,10,1.97109,115.66,,"fecha_invalida,monto_invalido"
8519,2026-02-09,707,40,10,6,1.64169,9885.0,,monto_invalido
8520,,647,80,8,5,134.4,25.6,3970.51,fecha_invalida
8521,,495,62,6,5,1201.66,178.04,146447.08,fecha_invalida
8522,,2301,24,15,5,1554.97,109.37,205713.35,fecha_invalida
8523,,788,11,10,11,369.76,32.57,8393.93,fecha_invalida
8524,,1099,3,5,10,33910.0,78.35,7758.11,fecha_invalida
8525,,1644,24,4,9,,,105718.37,"fecha_invalida,prima_invalida"
8527,,2972,70,3,1,869.71,208.82,118451.22,fecha_invalida
8528,,1921,7,5,11,794.84,80.7,106.34686,fecha_invalida
8529,,1576,41,5,11,1.15157,280.86,79552.99,fecha_invalida
8530,,574,20,4,12,715.15,14974.0,115244.88,fecha_invalida
8531,,2332,19,3,5,734.98,108.35,,"fecha_invalida,monto_invalido"
8532,,1133,76,9,9,1437.81,273.23,,"fecha_invalida,monto_invalido"
8533,,1065,47,14,11,,,101118.96,"fecha_invalida,prima_invalida"
8534,,1746,58,10,9,568.71,55.15,89681.86,fecha_invalida
8536,,1291,73,13,8,1341.56,284.21,167852.6,fecha_invalida
8537,,1818,52,2,4,1027.09,111.96,138.7325,fecha_invalida
8538,,109,53,5,6,,33.06,,"fecha_invalida,prima_invalida,monto_invalido"
8539,,900,72,14,5,1.46294,206.98,190113.15,fecha_invalida
8540,,2403,30,10,8,87164.0,76.92,155948.98,fecha_invalida
8541,,236,36,10,5,491.73,115.11,58803.52,fecha_invalida
8542,,2939,25,12,1,1337.89,,40250.51,fecha_invalida
8543,,1145,21,14,1,,100.83,152087.21,"fecha_invalida,prima_invalida"
8544,,1137,70,2,7,1534.59,10052.0,233552.11,fecha_invalida
8547,,1600,20,9,6,1.52721,318.42,64104.01,fecha_invalida
8548,2025-02-19,814,74,15,11,,341.06,246398.57,prima_invalida
8550,,2439,30,4,4,950.12,207.02,,"fecha_invalida,monto_invalido"
8551,,2089,10,12,6,817.66,15347.0,67497.78,fecha_invalida
8552,,1719,25,7,12,340.4,7659.0,54838.01,fecha_invalida
8553,,2111,51,1,3,0.0,74.14,,"fecha_invalida,monto_invalido"
8554,2025-09-14,3713,47,3,4,,8643.0,73.39952,prima_invalida
8555,,106,43,6,6,1903.4,212.38,,"fecha_invalida,monto_invalido"
8556,,110,11,5,3,1.69575,37581.0,270638.56,fecha_invalida
8557,,1952,23,9,10,1.72476,410.97,130105.5,fecha_invalida
8558,,1600,102,4,6,1959.56,30836.0,230837.18,fecha_invalida
8559,,1467,53,13,7,533.25,,72.1782,fecha_invalida
8560,,3621,35,7,12,724.18,,45225.05,fecha_invalida
8561,,1495,55,12,2,,384.89,209564.09,"fecha_invalida,prima_invalida"
8562,,211,33,1,6,,101.66,79.08681,"fecha_invalida,prima_invalida"
8563,,2190,50,3,11,1.48838,,276644.36,fecha_invalida
8566,,959,71,6,12,,274.53,124669.22,"fecha_invalida,prima_invalida"
8567,,2776,45,14,2,,,85.68927,"fecha_invalida,prima_invalida"
8568,,2269,16,12,6,1947.63,,150008.85,fecha_invalida
8569,,3591,36,2,6,1237.71,96.81,163869.99,fecha_invalida
8570,,717,30,4,12,73508.0,,122199.26,fecha_invalida
8571,,2874,55,8,5,1900.06,29689.0,215420.85,fecha_invalida
8573,,2061,15,12,2,62.57,11.92,6166.24,fecha_invalida
8575,,521,75,5,11,298.6,15.8,6950.16,fecha_invalida
8576,,1105,44,5,4,1055.84,181.57,105719.69,fecha_invalida
8577,,2940,20,4,3,,123.05,31510.43,"fecha_invalida,prima_invalida"
8578,,1263,50,4,1,1270.77,224.33,57334.77,fecha_invalida
8579,,982,17,10,10,,,,"fecha_invalida,prima_invalida,monto_invalido"
8580,,3514,23,9,10,256.57,4135.0,51274.54,fecha_invalida
8581,,2972,43,14,11,94185.0,10513.0,154.85835,fecha_invalida
8583,2025-01-16,81,20,5,8,,6757.0,,"prima_invalida,monto_invalido"
8585,,485,19,8,6,528.14,,80422.56,fecha_invalida
8586,,1153,47,6,5,1.9647,259.94,,"fecha_invalida,monto_invalido"
8587,,1876,5,8,12,1161.89,13554.0,154679.95,fecha_invalida
8589,,1600,53,11,8,366.27,43.41,54156.15,fecha_invalida
8591,,1375,26,2,8,,241.5,135166.36,"fecha_invalida,prima_invalida"
8592,,1845,78,6,1,54968.0,51.6,94841.89,fecha_invalida
8595,,15,41,14,12,959.09,,88031.91,fecha_invalida
8596,,164,53,12,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
8597,,2084,33,3,6,,303.16,199190.8,"fecha_invalida,prima_invalida"
8598,,180,51,5,4,1508.17,22556.0,288673.01,fecha_invalida
8599,,566,22,1,4,1994.02,140.07,367673.47,fecha_invalida
8600,,1074,8,9,5,95.23,7.4,4167.73,fecha_invalida
8601,,1032,38,14,6,185.79,18.95,31646.43,fecha_invalida
8602,,1724,55,12,5,648.7,36.25,,"fecha_invalida,monto_invalido"
8603,,1590,8,8,4,98047.0,,102987.42,fecha_invalida
8604,,934,14,1,8,1823.81,45028.0,,"fecha_invalida,monto_invalido"
8606,,666,45,8,4,1.89602,,340940.25,fecha_invalida
8607,,1720,53,8,5,,,70.45361,"fecha_invalida,prima_invalida"
8608,,1534,38,10,9,,,31.9021,"fecha_invalida,prima_invalida"
8610,,1871,11,3,1,1309.66,110.78,226980.15,fecha_invalida
8611,,1219,5,6,10,73943.0,51.06,62158.1,fecha_invalida
8612,,55,11,14,10,,64.97,112675.81,"fecha_invalida,prima_invalida"
8614,,578,55,13,3,1032.09,98.82,57523.62,fecha_invalida
8615,2025-03-11,1047,58,14,2,,13.93,3380.44,prima_invalida
8616,,1907,14,8,5,,,329476.11,"fecha_invalida,prima_invalida"
8618,,1287,1,12,10,1119.95,27549.0,,"fecha_invalida,monto_invalido"
8619,,2779,35,5,4,,179.21,114032.11,"fecha_invalida,prima_invalida"
8620,,1911,64,4,7,1122.95,173.95,97433.36,fecha_invalida
8621,,2362,19,14,11,1071.39,164.05,198567.4,fecha_invalida
